verified_reviews,sentiment
"Honestly, I don't know why there's two different pages for the same restaurant, but regardless this restaurant is CLOSED!\n\nI would've given the restaurant three stars for inconsistent service, but hurry up and mark this closed so you don't give false hope of close seafood.",Negative
"The bagels aren't bad.  Not much better than other choices.  However, they are big time spammers.  They send out unsolicited emails to people from whom they have never received an email address or permission to contact.\n\nEinstein's is down the street and they don't spam.   Fight spam, boycott Owens!",Negative
The show was just plain cheesy.  I don't know what I expected but that wasn't it.,Negative
"The Echo Show is ok, however the constant suggestions about what to ask Alexa are sooooo annoying and there is no way to eliminate it. Also, I thought I could have the weather for an area displayed continuously,  but I have to talk to Alexa, which I don't want to do in the middle of the night. Had I payed full price it would have been returned. There are other features that are nice, but I may never use them.",Neutral
SNOOZEFEST....  Typical chain food .   Just the average of average.   There are so many choices in Vegas I'm kind of surprised so many people go here.   Yawn.,Negative
Middle of the pack food with inflated prices thanks to its location. The margaritas tasted great but left us to ordering if they forgot to add the Tequila. I'd suggest sticking to the appetizers since they're more than big enough as a meal and relatively reasonably priced.,Neutral
"I must say this was an amazing place to eat. The service was great, the environment was amazing. I really loved the food. We got pizza and best pizza we had in Las Vegas was here. The fish bowls are pricey but great. I love this place.",Positive
It is ok for what it is. I was just disappointed by all the hype. It was not worth the price of admission. They do serve some specialties that other buffets don't serve.,Neutral
"This cafe is terrible! The drinks are just as expensive as starbucks but don't taste half as good!! The staff is extremely rude and have major queen attitudes, stick with the starbucks across the street. 1 star because it looks pretty on the outside.....",Negative
"Cant beat $4.00 pizza. It is really good for the prize. My husband likes it more than little Caesars and my brother likes it way more than hungry howies. Best of all, no waiting in line, you just walk in and pick it up.",Positive
Yummy cocktails and great to go if  you want some good sushi on the strip,Neutral
I was refereed to this place from a friend and decided to check this place out yesterday. It was a very nice looking spot but I had my order to go since I was at work. I ordered the breakfast burrito and it was bomb! Definitely going to come back.,Positive
Love that you can use your cell phone to call Echo or Dot. You can also use Echo and Dot as intercoms.,Positive
"It was fun for the first 30 minutes, then it became a drag.  would be good for a 60-minute show.",Neutral
The ease to use product,Positive
HOCKEY!!  It's got a real ice rink... for those from the north.  Some video poker.  Food ok... but again... HOCKEY!,Positive
"Albeit  it is a steakhouse, if you wan the BEST Roasted Chicken in Vegas, this is the spot.  The food here is amazing.  \n\nHere are my favs:\n\nArugula Salad\nVeal Chop\nRoasted Chicken\nChickpea Fries\n\nReservations are necessary and dress fabulous.",Positive
"This place is a joke! not only was my stuff not done on time, but than they added extra charges! come to this place if you want over priced late alterations. this place has terrible service and is shady and unethical.",Negative
Nice place to eat on the cheap.  You'll get full or drunk off of what they have to offer for sure.  I believe they still provide free donuts and coffee for gamers in the early mornings.  This place is really old but why not try your luck?,Neutral
"I had dinner here last week with 2 friends. \n\nWhat we eat: \nSpring rolls\nMacadamia nut chicken\nGeneral tsos\nPepper shrimp\n\nThe food was good, but same stuff as take out Chinese, except for 3 times the price. \n\nThe decor was pretty but the restaurant was pretty empty. The atmosphere was lacking.",Neutral
Super easy set up and am loving our new Echo!,Positive
"this place was cheap, delicious and had some of the best cake I've ever had in my entire life.  service was pretty good even with me being a greengo and I Ieft fuller and happier than I've left a restaurant in a long time.  my new favorite mexican place.",Positive
I was hoping the cord was white also. Otherwise it is fine.,Neutral
"We had BBQ from Mac's for the super-bowl party, take out.  It was excellent, very lean and both pork and beef were quite nicely done.  We used our own sauces, so can't rate the sauces well enough to add that opinion.",Neutral
Third echo dot purchased. Love the product.,Positive
Really pretty good!  Steak was perfect and beyond.  Sides are kind of old school but given the concept were OK.  Would rather see a new concept of a steak house.  Too much like Ruth C and Maestro's.  Little disappointing.,Neutral
